,Year,Brand,Model,Driven_Kms,Fuel_Type,Transmission_Type,Features,City,Price(L),EMI(month)
4078,2015,Maruti,Swift Dzire VXI,34168,Petrol,Manual,100% Tyre Life,Gurgaon,4.23,"8,270"
4079,2021,Datsun,Redi Go A,15668,Petrol,Manual,Regularly Serviced,Gurgaon,3.37,"6,588"
4080,2021,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,67543,CNG,Manual,Alloy Wheels,Gurgaon,6.24,"12,199"
4081,2019,Honda,Amaze 1.2L I-VTEC S,39444,Petrol,Manual,Safety Specs.,Gurgaon,6.29,"12,297"
4082,2019,Honda,Jazz 1.5L I-DTEC VX,27362,Diesel,Manual,Top Model,Gurgaon,6.48,"14,414"
4083,2013,Hyundai,i10 SPORTZ 1.2,65840,Petrol,Manual,100% Tyre Life,Gurgaon,2.64,"6,952"
4084,2019,Maruti,New Wagon-R VXI 1.2 AMT,12716,Petrol,Automatic,Regularly Serviced,Gurgaon,5.52,"10,800"
4085,2022,Honda,Amaze 1.2L I-VTEC VX,25896,Petrol,Manual,Alloy Wheels,Gurgaon,8.46,"16,103"
4086,2020,Maruti,IGNIS ZETA 1.2 AMT,27164,Petrol,Automatic,City Driven,Gurgaon,5.99,"11,713"
4087,2016,Hyundai,Verna 1.6 CRDI SX,67877,Diesel,Manual,Top Model,Gurgaon,5.76,"27,138"
4088,2015,Maruti,Swift ZXI,47739,Petrol,Manual,Top Model,Gurgaon,4.69,"9,169"
4089,2015,Maruti,Baleno ALPHA DIESEL 1.3,70867,Diesel,Manual,Top Model,Gurgaon,4.79,"42,559"
4090,2011,Maruti,Swift Dzire VXI,58020,Petrol,Manual,100% Tyre Life,Gurgaon,2.12,"9,980"
4091,2013,Maruti,Swift Dzire VXI,93741,Petrol,Manual,City Driven,Gurgaon,3.17,"8,348"
4092,2015,Maruti,Ciaz VXI+,81065,Petrol,Manual,100% Tyre Life,Gurgaon,4.90,"9,580"
4093,2022,Renault,Kwid CLIMBER 1.0 (O) DUAL TONE,26176,Petrol,Manual,As Good As New,Gurgaon,4.93,"9,638"
4094,2020,Maruti,Baleno SIGMA PETROL 1.2,28569,Petrol,Manual,Safety Specs.,Gurgaon,5.64,"11,026"
4095,2011,Volkswagen,Vento TRENDLINE 1.6,47719,Petrol,Manual,City Driven,Gurgaon,2.27,"10,686"
4096,2015,Hyundai,Elite i20 MAGNA 1.2,60958,Petrol,Manual,100% Tyre Life,Gurgaon,4.91,"9,599"
4097,2019,Tata,NEXON XZ PLUS PETROL,73135,Petrol,Manual,Alloy Wheels,Gurgaon,7.17,"14,023"
4098,2021,Maruti,Baleno DELTA PETROL 1.2,18460,Petrol,Manual,Safety Specs.,Gurgaon,6.49,"12,688"
4099,2018,Maruti,Dzire ZXI AMT,50746,Petrol,Automatic,Spl. Reg. No.,Gurgaon,7.03,"13,744"
4100,2011,Volkswagen,Polo TRENDLINE 1.2L PETROL,63323,Petrol,Manual,City Driven,Gurgaon,2.32,"10,921"
4101,2019,Maruti,IGNIS DELTA 1.2,37844,Petrol,Manual,Safety Specs.,Gurgaon,4.78,"9,345"
4102,2017,Tata,NEXON XZ PLUS PETROL,68490,Petrol,Manual,100% Tyre Life,Gurgaon,6.46,"12,629"
4103,2018,Maruti,Celerio VXI,11942,Petrol,Manual,Low Run Cost,Gurgaon,4.23,"8,262"
4104,2014,Maruti,Swift LXI (O),72689,Petrol,Manual,100% Tyre Life,Gurgaon,3.85,"8,564"
4105,2021,Maruti,Baleno SIGMA PETROL 1.2,20042,Petrol,Manual,Safety Specs.,Gurgaon,5.92,"11,574"
4106,2011,Hyundai,i20 SPORTZ 1.2,73031,Petrol,Manual,Alloy Wheels,Gurgaon,1.94,"9,132"
4107,2019,Hyundai,NEW SANTRO SPORTZ MT,31157,Petrol,Manual,City Driven,Gurgaon,5.53,"10,811"
4108,2022,Hyundai,NEW I20 ASTA (O) 1.2 AT,7906,Petrol,Automatic,Top Model,Gurgaon,9.88,"18,806"
4109,2022,Tata,Safari XM SUNROOF,18339,Diesel,Manual,Regularly Serviced,Gurgaon,16.33,"31,083"
4110,2017,Maruti,Ciaz ALPHA 1.4 PETROL,55535,Petrol,Manual,Top Model,Gurgaon,6.12,"11,971"
4111,2019,Hyundai,VENUE S 1.2,55280,Petrol,Manual,100% Tyre Life,Gurgaon,6.78,"13,255"
4112,2016,Maruti,Swift LXI (O),78627,Petrol,Manual,Safety Specs.,Gurgaon,3.33,"6,510"
4113,2018,Honda,WR-V 1.5L I-DTEC S MT,51837,Diesel,Manual,Safety Specs.,Gurgaon,4.76,"12,535"
4114,2019,Toyota,Etios Liva V DUAL TONE,56258,Petrol,Manual,Alloy Wheels,Gurgaon,4.67,"9,130"
